AttributeName,AttributeValue,CampsiteAccessible,CampsiteID,CampsiteLatitude,CampsiteLongitude,CampsiteName,CampsiteReservable,CampsiteType,CreatedDate,FacilityID,LastUpdatedDate,Loop,EquipmentName,MaxLength,TypeOfUse
"Picnic Table","Y","false","7678","38.454823916000102","-107.32767950900001","057","False","STANDARD NONELECTRIC","2014-05-02","234054","2022-06-29","Upper Loop","Trailer","0","Overnight"
"Placed on Map","1","false","7678","38.454823916000102","-107.32767950900001","057","False","STANDARD NONELECTRIC","2014-05-02","234054","2022-06-29","Upper Loop","Trailer","0","Overnight"
"Fire Pit","Y","false","7678","38.454823916000102","-107.32767950900001","057","False","STANDARD NONELECTRIC","2014-05-02","234054","2022-06-29","Upper Loop","Trailer","0","Overnight"
"Site Access","Drive-In","false","7678","38.454823916000102","-107.32767950900001","057","False","STANDARD NONELECTRIC","2014-05-02","234054","2022-06-29","Upper Loop","Trailer","0","Overnight"
"Checkin Time","1:00 PM","false","7678","38.454823916000102","-107.32767950900001","057","False","STANDARD NONELECTRIC","2014-05-02","234054","2022-06-29","Upper Loop","Trailer","0","Overnight"
"Min Num of People","1","false","7678","38.454823916000102","-107.32767950900001","057","False","STANDARD NONELECTRIC","2014-05-02","234054","2022-06-29","Upper Loop","Trailer","0","Overnight"
"Max Num of People","8","false","7678","38.454823916000102","-107.32767950900001","057","False","STANDARD NONELECTRIC","2014-05-02","234054","2022-06-29","Upper Loop","Trailer","0","Overnight"
"Pets Allowed","Yes","false","7678","38.454823916000102","-107.32767950900001","057","False","STANDARD NONELECTRIC","2014-05-02","234054","2022-06-29","Upper Loop","Trailer","0","Overnight"
"Checkout Time","1:00 PM","false","7678","38.454823916000102","-107.32767950900001","057","False","STANDARD NONELECTRIC","2014-05-02","234054","2022-06-29","Upper Loop","Trailer","0","Overnight"
"Capacity/Size Rating","Single","false","7678","38.454823916000102","-107.32767950900001","057","False","STANDARD NONELECTRIC","2014-05-02","234054","2022-06-29","Upper Loop","Trailer","0","Overnight"
"Campfire Allowed","Yes","false","7678","38.454823916000102","-107.32767950900001","057","False","STANDARD NONELECTRIC","2014-05-02","234054","2022-06-29","Upper Loop","Trailer","0","Overnight"
"Condition Rating","Good","false","7678","38.454823916000102","-107.32767950900001","057","False","STANDARD NONELECTRIC","2014-05-02","234054","2022-06-29","Upper Loop","Trailer","0","Overnight"
"Max Vehicle Length","28","false","7678","38.454823916000102","-107.32767950900001","057","False","STANDARD NONELECTRIC","2014-05-02","234054","2022-06-29","Upper Loop","Trailer","0","Overnight"
"Driveway Surface","Paved","false","7678","38.454823916000102","-107.32767950900001","057","False","STANDARD NONELECTRIC","2014-05-02","234054","2022-06-29","Upper Loop","Trailer","0","Overnight"
"Double Driveway","Y","false","7678","38.454823916000102","-107.32767950900001","057","False","STANDARD NONELECTRIC","2014-05-02","234054","2022-06-29","Upper Loop","Trailer","0","Overnight"
"Driveway Entry","Back-In","false","7678","38.454823916000102","-107.32767950900001","057","False","STANDARD NONELECTRIC","2014-05-02","234054","2022-06-29","Upper Loop","Trailer","0","Overnight"
"Driveway Length","28","false","7678","38.454823916000102","-107.32767950900001","057","False","STANDARD NONELECTRIC","2014-05-02","234054","2022-06-29","Upper Loop","Trailer","0","Overnight"
"Site Width","14","false","7678","38.454823916000102","-107.32767950900001","057","False","STANDARD NONELECTRIC","2014-05-02","234054","2022-06-29","Upper Loop","Trailer","0","Overnight"
"Site Length","28","false","7678","38.454823916000102","-107.32767950900001","057","False","STANDARD NONELECTRIC","2014-05-02","234054","2022-06-29","Upper Loop","Trailer","0","Overnight"
"Max Num of Vehicles","2","false","7678","38.454823916000102","-107.32767950900001","057","False","STANDARD NONELECTRIC","2014-05-02","234054","2022-06-29","Upper Loop","Trailer","0","Overnight"
"IS EQUIPMENT MANDATORY","true","false","7678","38.454823916000102","-107.32767950900001","057","False","STANDARD NONELECTRIC","2014-05-02","234054","2022-06-29","Upper Loop","Trailer","0","Overnight"
"GRILLS","Y","false","7678","38.454823916000102","-107.32767950900001","057","False","STANDARD NONELECTRIC","2014-05-02","234054","2022-06-29","Upper Loop","SMALL TENT","0","Overnight"
"Picnic Table","Y","false","7678","38.454823916000102","-107.32767950900001","057","False","STANDARD NONELECTRIC","2014-05-02","234054","2022-06-29","Upper Loop","SMALL TENT","0","Overnight"
"Placed on Map","1","false","7678","38.454823916000102","-107.32767950900001","057","False","STANDARD NONELECTRIC","2014-05-02","234054","2022-06-29","Upper Loop","SMALL TENT","0","Overnight"
"Fire Pit","Y","false","7678","38.454823916000102","-107.32767950900001","057","False","STANDARD NONELECTRIC","2014-05-02","234054","2022-06-29","Upper Loop","SMALL TENT","0","Overnight"
"Site Access","Drive-In","false","7678","38.454823916000102","-107.32767950900001","057","False","STANDARD NONELECTRIC","2014-05-02","234054","2022-06-29","Upper Loop","SMALL TENT","0","Overnight"
"Checkin Time","1:00 PM","false","7678","38.454823916000102","-107.32767950900001","057","False","STANDARD NONELECTRIC","2014-05-02","234054","2022-06-29","Upper Loop","SMALL TENT","0","Overnight"
"Min Num of People","1","false","7678","38.454823916000102","-107.32767950900001","057","False","STANDARD NONELECTRIC","2014-05-02","234054","2022-06-29","Upper Loop","SMALL TENT","0","Overnight"
"Max Num of People","8","false","7678","38.454823916000102","-107.32767950900001","057","False","STANDARD NONELECTRIC","2014-05-02","234054","2022-06-29","Upper Loop","SMALL TENT","0","Overnight"
"Pets Allowed","Yes","false","7678","38.454823916000102","-107.32767950900001","057","False","STANDARD NONELECTRIC","2014-05-02","234054","2022-06-29","Upper Loop","SMALL TENT","0","Overnight"
"Checkout Time","1:00 PM","false","7678","38.454823916000102","-107.32767950900001","057","False","STANDARD NONELECTRIC","2014-05-02","234054","2022-06-29","Upper Loop","SMALL TENT","0","Overnight"
"Capacity/Size Rating","Single","false","7678","38.454823916000102","-107.32767950900001","057","False","STANDARD NONELECTRIC","2014-05-02","234054","2022-06-29","Upper Loop","SMALL TENT","0","Overnight"
"Campfire Allowed","Yes","false","7678","38.454823916000102","-107.32767950900001","057","False","STANDARD NONELECTRIC","2014-05-02","234054","2022-06-29","Upper Loop","SMALL TENT","0","Overnight"
"Condition Rating","Good","false","7678","38.454823916000102","-107.32767950900001","057","False","STANDARD NONELECTRIC","2014-05-02","234054","2022-06-29","Upper Loop","SMALL TENT","0","Overnight"
"Max Vehicle Length","28","false","7678","38.454823916000102","-107.32767950900001","057","False","STANDARD NONELECTRIC","2014-05-02","234054","2022-06-29","Upper Loop","SMALL TENT","0","Overnight"
"Driveway Surface","Paved","false","7678","38.454823916000102","-107.32767950900001","057","False","STANDARD NONELECTRIC","2014-05-02","234054","2022-06-29","Upper Loop","SMALL TENT","0","Overnight"
"Double Driveway","Y","false","7678","38.454823916000102","-107.32767950900001","057","False","STANDARD NONELECTRIC","2014-05-02","234054","2022-06-29","Upper Loop","SMALL TENT","0","Overnight"
"Driveway Entry","Back-In","false","7678","38.454823916000102","-107.32767950900001","057","False","STANDARD NONELECTRIC","2014-05-02","234054","2022-06-29","Upper Loop","SMALL TENT","0","Overnight"
"Driveway Length","28","false","7678","38.454823916000102","-107.32767950900001","057","False","STANDARD NONELECTRIC","2014-05-02","234054","2022-06-29","Upper Loop","SMALL TENT","0","Overnight"
"Site Width","14","false","7678","38.454823916000102","-107.32767950900001","057","False","STANDARD NONELECTRIC","2014-05-02","234054","2022-06-29","Upper Loop","SMALL TENT","0","Overnight"
"Site Length","28","false","7678","38.454823916000102","-107.32767950900001","057","False","STANDARD NONELECTRIC","2014-05-02","234054","2022-06-29","Upper Loop","SMALL TENT","0","Overnight"
"Max Num of Vehicles","2","false","7678","38.454823916000102","-107.32767950900001","057","False","STANDARD NONELECTRIC","2014-05-02","234054","2022-06-29","Upper Loop","SMALL TENT","0","Overnight"
"IS EQUIPMENT MANDATORY","true","false","7678","38.454823916000102","-107.32767950900001","057","False","STANDARD NONELECTRIC","2014-05-02","234054","2022-06-29","Upper Loop","SMALL TENT","0","Overnight"
"Picnic Table","Y","false","7719","38.454903915999999","-107.327266509","058","True","STANDARD NONELECTRIC","2014-05-02","234054","2022-06-29","Upper Loop","SMALL TENT","0","Overnight"
"Placed on Map","1","false","7719","38.454903915999999","-107.327266509","058","True","STANDARD NONELECTRIC","2014-05-02","234054","2022-06-29","Upper Loop","SMALL TENT","0","Overnight"
"Site Length","45","false","7719","38.454903915999999","-107.327266509","058","True","STANDARD NONELECTRIC","2014-05-02","234054","2022-06-29","Upper Loop","SMALL TENT","0","Overnight"
"Site Width","23","false","7719","38.454903915999999","-107.327266509","058","True","STANDARD NONELECTRIC","2014-05-02","234054","2022-06-29","Upper Loop","SMALL TENT","0","Overnight"
"Max Num of Vehicles","2","false","7719","38.454903915999999","-107.327266509","058","True","STANDARD NONELECTRIC","2014-05-02","234054","2022-06-29","Upper Loop","SMALL TENT","0","Overnight"
"Double Driveway","Y","false","7719","38.454903915999999","-107.327266509","058","True","STANDARD NONELECTRIC","2014-05-02","234054","2022-06-29","Upper Loop","SMALL TENT","0","Overnight"
"GRILLS","Y","false","7719","38.454903915999999","-107.327266509","058","True","STANDARD NONELECTRIC","2014-05-02","234054","2022-06-29","Upper Loop","SMALL TENT","0","Overnight"
"Fire Pit","Y","false","7719","38.454903915999999","-107.327266509","058","True","STANDARD NONELECTRIC","2014-05-02","234054","2022-06-29","Upper Loop","SMALL TENT","0","Overnight"
"Min Num of People","1","false","7719","38.454903915999999","-107.327266509","058","True","STANDARD NONELECTRIC","2014-05-02","234054","2022-06-29","Upper Loop","SMALL TENT","0","Overnight"
"Checkin Time","1:00 PM","false","7719","38.454903915999999","-107.327266509","058","True","STANDARD NONELECTRIC","2014-05-02","234054","2022-06-29","Upper Loop","SMALL TENT","0","Overnight"
"Pets Allowed","Yes","false","7719","38.454903915999999","-107.327266509","058","True","STANDARD NONELECTRIC","2014-05-02","234054","2022-06-29","Upper Loop","SMALL TENT","0","Overnight"
"Capacity/Size Rating","Single","false","7719","38.454903915999999","-107.327266509","058","True","STANDARD NONELECTRIC","2014-05-02","234054","2022-06-29","Upper Loop","SMALL TENT","0","Overnight"
"Site Access","Drive-In","false","7719","38.454903915999999","-107.327266509","058","True","STANDARD NONELECTRIC","2014-05-02","234054","2022-06-29","Upper Loop","SMALL TENT","0","Overnight"
"Max Num of People","8","false","7719","38.454903915999999","-107.327266509","058","True","STANDARD NONELECTRIC","2014-05-02","234054","2022-06-29","Upper Loop","SMALL TENT","0","Overnight"
"Condition Rating","Good","false","7719","38.454903915999999","-107.327266509","058","True","STANDARD NONELECTRIC","2014-05-02","234054","2022-06-29","Upper Loop","SMALL TENT","0","Overnight"
"Campfire Allowed","Yes","false","7719","38.454903915999999","-107.327266509","058","True","STANDARD NONELECTRIC","2014-05-02","234054","2022-06-29","Upper Loop","SMALL TENT","0","Overnight"
"Driveway Surface","Paved","false","7719","38.454903915999999","-107.327266509","058","True","STANDARD NONELECTRIC","2014-05-02","234054","2022-06-29","Upper Loop","SMALL TENT","0","Overnight"
"Driveway Entry","Back-In","false","7719","38.454903915999999","-107.327266509","058","True","STANDARD NONELECTRIC","2014-05-02","234054","2022-06-29","Upper Loop","SMALL TENT","0","Overnight"
"Max Vehicle Length","45","false","7719","38.454903915999999","-107.327266509","058","True","STANDARD NONELECTRIC","2014-05-02","234054","2022-06-29","Upper Loop","SMALL TENT","0","Overnight"
"Driveway Length","45","false","7719","38.454903915999999","-107.327266509","058","True","STANDARD NONELECTRIC","2014-05-02","234054","2022-06-29","Upper Loop","SMALL TENT","0","Overnight"
"Checkout Time","1:00 PM","false","7719","38.454903915999999","-107.327266509","058","True","STANDARD NONELECTRIC","2014-05-02","234054","2022-06-29","Upper Loop","SMALL TENT","0","Overnight"
"IS EQUIPMENT MANDATORY","true","false","7719","38.454903915999999","-107.327266509","058","True","STANDARD NONELECTRIC","2014-05-02","234054","2022-06-29","Upper Loop","SMALL TENT","0","Overnight"
"Placed on Map","1","false","7723","38.4552019160001","-107.32392951","025","False","STANDARD NONELECTRIC","2014-05-02","234054","2022-06-29","Middle Loop","RV","30","Overnight"
"Picnic Table","Y","false","7723","38.4552019160001","-107.32392951","025","False","STANDARD NONELECTRIC","2014-05-02","234054","2022-06-29","Middle Loop","RV","30","Overnight"
"GRILLS","Y","false","7723","38.4552019160001","-107.32392951","025","False","STANDARD NONELECTRIC","2014-05-02","234054","2022-06-29","Middle Loop","RV","30","Overnight"
"Fire Pit","Y","false","7723","38.4552019160001","-107.32392951","025","False","STANDARD NONELECTRIC","2014-05-02","234054","2022-06-29","Middle Loop","RV","30","Overnight"
"Checkin Time","1:00 PM","false","7723","38.4552019160001","-107.32392951","025","False","STANDARD NONELECTRIC","2014-05-02","234054","2022-06-29","Middle Loop","RV","30","Overnight"
"Min Num of People","1","false","7723","38.4552019160001","-107.32392951","025","False","STANDARD NONELECTRIC","2014-05-02","234054","2022-06-29","Middle Loop","RV","30","Overnight"
"Pets Allowed","Yes","false","7723","38.4552019160001","-107.32392951","025","False","STANDARD NONELECTRIC","2014-05-02","234054","2022-06-29","Middle Loop","RV","30","Overnight"
"Campfire Allowed","Yes","false","7723","38.4552019160001","-107.32392951","025","False","STANDARD NONELECTRIC","2014-05-02","234054","2022-06-29","Middle Loop","RV","30","Overnight"
"Checkout Time","1:00 PM","false","7723","38.4552019160001","-107.32392951","025","False","STANDARD NONELECTRIC","2014-05-02","234054","2022-06-29","Middle Loop","RV","30","Overnight"
"Proximity to Water","Lakefront","false","7723","38.4552019160001","-107.32392951","025","False","STANDARD NONELECTRIC","2014-05-02","234054","2022-06-29","Middle Loop","RV","30","Overnight"
"Max Num of People","8","false","7723","38.4552019160001","-107.32392951","025","False","STANDARD NONELECTRIC","2014-05-02","234054","2022-06-29","Middle Loop","RV","30","Overnight"
"Capacity/Size Rating","Single","false","7723","38.4552019160001","-107.32392951","025","False","STANDARD NONELECTRIC","2014-05-02","234054","2022-06-29","Middle Loop","RV","30","Overnight"
"Site Access","Drive-In","false","7723","38.4552019160001","-107.32392951","025","False","STANDARD NONELECTRIC","2014-05-02","234054","2022-06-29","Middle Loop","RV","30","Overnight"
"Condition Rating","Good","false","7723","38.4552019160001","-107.32392951","025","False","STANDARD NONELECTRIC","2014-05-02","234054","2022-06-29","Middle Loop","RV","30","Overnight"
"Max Num of Vehicles","2","false","7723","38.4552019160001","-107.32392951","025","False","STANDARD NONELECTRIC","2014-05-02","234054","2022-06-29","Middle Loop","RV","30","Overnight"
"Site Width","24","false","7723","38.4552019160001","-107.32392951","025","False","STANDARD NONELECTRIC","2014-05-02","234054","2022-06-29","Middle Loop","RV","30","Overnight"
"Max Vehicle Length","30","false","7723","38.4552019160001","-107.32392951","025","False","STANDARD NONELECTRIC","2014-05-02","234054","2022-06-29","Middle Loop","RV","30","Overnight"
"Driveway Surface","Paved","false","7723","38.4552019160001","-107.32392951","025","False","STANDARD NONELECTRIC","2014-05-02","234054","2022-06-29","Middle Loop","RV","30","Overnight"
"Double Driveway","Y","false","7723","38.4552019160001","-107.32392951","025","False","STANDARD NONELECTRIC","2014-05-02","234054","2022-06-29","Middle Loop","RV","30","Overnight"
"Driveway Entry","Back-In","false","7723","38.4552019160001","-107.32392951","025","False","STANDARD NONELECTRIC","2014-05-02","234054","2022-06-29","Middle Loop","RV","30","Overnight"
"IS EQUIPMENT MANDATORY","true","false","7723","38.4552019160001","-107.32392951","025","False","STANDARD NONELECTRIC","2014-05-02","234054","2022-06-29","Middle Loop","RV","30","Overnight"
"Driveway Length","30","false","7723","38.4552019160001","-107.32392951","025","False","STANDARD NONELECTRIC","2014-05-02","234054","2022-06-29","Middle Loop","RV","30","Overnight"
"Site Length","30","false","7723","38.4552019160001","-107.32392951","025","False","STANDARD NONELECTRIC","2014-05-02","234054","2022-06-29","Middle Loop","RV","30","Overnight"
"Placed on Map","1","false","7723","38.4552019160001","-107.32392951","025","False","STANDARD NONELECTRIC","2014-05-02","234054","2022-06-29","Middle Loop","Trailer","30","Overnight"
"Picnic Table","Y","false","7723","38.4552019160001","-107.32392951","025","False","STANDARD NONELECTRIC","2014-05-02","234054","2022-06-29","Middle Loop","Trailer","30","Overnight"
"GRILLS","Y","false","7723","38.4552019160001","-107.32392951","025","False","STANDARD NONELECTRIC","2014-05-02","234054","2022-06-29","Middle Loop","Trailer","30","Overnight"
"Fire Pit","Y","false","7723","38.4552019160001","-107.32392951","025","False","STANDARD NONELECTRIC","2014-05-02","234054","2022-06-29","Middle Loop","Trailer","30","Overnight"
"Checkin Time","1:00 PM","false","7723","38.4552019160001","-107.32392951","025","False","STANDARD NONELECTRIC","2014-05-02","234054","2022-06-29","Middle Loop","Trailer","30","Overnight"
"Min Num of People","1","false","7723","38.4552019160001","-107.32392951","025","False","STANDARD NONELECTRIC","2014-05-02","234054","2022-06-29","Middle Loop","Trailer","30","Overnight"
"Pets Allowed","Yes","false","7723","38.4552019160001","-107.32392951","025","False","STANDARD NONELECTRIC","2014-05-02","234054","2022-06-29","Middle Loop","Trailer","30","Overnight"
"Campfire Allowed","Yes","false","7723","38.4552019160001","-107.32392951","025","False","STANDARD NONELECTRIC","2014-05-02","234054","2022-06-29","Middle Loop","Trailer","30","Overnight"
"Checkout Time","1:00 PM","false","7723","38.4552019160001","-107.32392951","025","False","STANDARD NONELECTRIC","2014-05-02","234054","2022-06-29","Middle Loop","Trailer","30","Overnight"
"Proximity to Water","Lakefront","false","7723","38.4552019160001","-107.32392951","025","False","STANDARD NONELECTRIC","2014-05-02","234054","2022-06-29","Middle Loop","Trailer","30","Overnight"
"Max Num of People","8","false","7723","38.4552019160001","-107.32392951","025","False","STANDARD NONELECTRIC","2014-05-02","234054","2022-06-29","Middle Loop","Trailer","30","Overnight"
"Capacity/Size Rating","Single","false","7723","38.4552019160001","-107.32392951","025","False","STANDARD NONELECTRIC","2014-05-02","234054","2022-06-29","Middle Loop","Trailer","30","Overnight"
"Site Access","Drive-In","false","7723","38.4552019160001","-107.32392951","025","False","STANDARD NONELECTRIC","2014-05-02","234054","2022-06-29","Middle Loop","Trailer","30","Overnight"
"Condition Rating","Good","false","7723","38.4552019160001","-107.32392951","025","False","STANDARD NONELECTRIC","2014-05-02","234054","2022-06-29","Middle Loop","Trailer","30","Overnight"
"Max Num of Vehicles","2","false","7723","38.4552019160001","-107.32392951","025","False","STANDARD NONELECTRIC","2014-05-02","234054","2022-06-29","Middle Loop","Trailer","30","Overnight"
"Site Width","24","false","7723","38.4552019160001","-107.32392951","025","False","STANDARD NONELECTRIC","2014-05-02","234054","2022-06-29","Middle Loop","Trailer","30","Overnight"
"Max Vehicle Length","30","false","7723","38.4552019160001","-107.32392951","025","False","STANDARD NONELECTRIC","2014-05-02","234054","2022-06-29","Middle Loop","Trailer","30","Overnight"
"Driveway Surface","Paved","false","7723","38.4552019160001","-107.32392951","025","False","STANDARD NONELECTRIC","2014-05-02","234054","2022-06-29","Middle Loop","Trailer","30","Overnight"
"Double Driveway","Y","false","7723","38.4552019160001","-107.32392951","025","False","STANDARD NONELECTRIC","2014-05-02","234054","2022-06-29","Middle Loop","Trailer","30","Overnight"
"Driveway Entry","Back-In","false","7723","38.4552019160001","-107.32392951","025","False","STANDARD NONELECTRIC","2014-05-02","234054","2022-06-29","Middle Loop","Trailer","30","Overnight"
"IS EQUIPMENT MANDATORY","true","false","7723","38.4552019160001","-107.32392951","025","False","STANDARD NONELECTRIC","2014-05-02","234054","2022-06-29","Middle Loop","Trailer","30","Overnight"
"Driveway Length","30","false","7723","38.4552019160001","-107.32392951","025","False","STANDARD NONELECTRIC","2014-05-02","234054","2022-06-29","Middle Loop","Trailer","30","Overnight"
"Site Length","30","false","7723","38.4552019160001","-107.32392951","025","False","STANDARD NONELECTRIC","2014-05-02","234054","2022-06-29","Middle Loop","Trailer","30","Overnight"
"Picnic Table","Y","false","7722","38.455237916000002","-107.32371551","023","False","STANDARD NONELECTRIC","2014-05-02","234054","2022-06-29","Middle Loop","RV","30","Overnight"
"Fire Pit","Y","false","7722","38.455237916000002","-107.32371551","023","False","STANDARD NONELECTRIC","2014-05-02","234054","2022-06-29","Middle Loop","RV","30","Overnight"
"Placed on Map","1","false","7722","38.455237916000002","-107.32371551","023","False","STANDARD NONELECTRIC","2014-05-02","234054","2022-06-29","Middle Loop","RV","30","Overnight"
"GRILLS","Y","false","7722","38.455237916000002","-107.32371551","023","False","STANDARD NONELECTRIC","2014-05-02","234054","2022-06-29","Middle Loop","RV","30","Overnight"
"Capacity/Size Rating","Single","false","7722","38.455237916000002","-107.32371551","023","False","STANDARD NONELECTRIC","2014-05-02","234054","2022-06-29","Middle Loop","RV","30","Overnight"
"Site Access","Drive-In","false","7722","38.455237916000002","-107.32371551","023","False","STANDARD NONELECTRIC","2014-05-02","234054","2022-06-29","Middle Loop","RV","30","Overnight"
"Checkin Time","1:00 PM","false","7722","38.455237916000002","-107.32371551","023","False","STANDARD NONELECTRIC","2014-05-02","234054","2022-06-29","Middle Loop","RV","30","Overnight"
"Max Num of People","8","false","7722","38.455237916000002","-107.32371551","023","False","STANDARD NONELECTRIC","2014-05-02","234054","2022-06-29","Middle Loop","RV","30","Overnight"
"Campfire Allowed","Yes","false","7722","38.455237916000002","-107.32371551","023","False","STANDARD NONELECTRIC","2014-05-02","234054","2022-06-29","Middle Loop","RV","30","Overnight"
"Min Num of People","1","false","7722","38.455237916000002","-107.32371551","023","False","STANDARD NONELECTRIC","2014-05-02","234054","2022-06-29","Middle Loop","RV","30","Overnight"
"Pets Allowed","Yes","false","7722","38.455237916000002","-107.32371551","023","False","STANDARD NONELECTRIC","2014-05-02","234054","2022-06-29","Middle Loop","RV","30","Overnight"
"Condition Rating","Good","false","7722","38.455237916000002","-107.32371551","023","False","STANDARD NONELECTRIC","2014-05-02","234054","2022-06-29","Middle Loop","RV","30","Overnight"
"Checkout Time","1:00 PM","false","7722","38.455237916000002","-107.32371551","023","False","STANDARD NONELECTRIC","2014-05-02","234054","2022-06-29","Middle Loop","RV","30","Overnight"
"Proximity to Water","Lakefront","false","7722","38.455237916000002","-107.32371551","023","False","STANDARD NONELECTRIC","2014-05-02","234054","2022-06-29","Middle Loop","RV","30","Overnight"
"IS EQUIPMENT MANDATORY","true","false","7722","38.455237916000002","-107.32371551","023","False","STANDARD NONELECTRIC","2014-05-02","234054","2022-06-29","Middle Loop","RV","30","Overnight"
"Max Vehicle Length","30","false","7722","38.455237916000002","-107.32371551","023","False","STANDARD NONELECTRIC","2014-05-02","234054","2022-06-29","Middle Loop","RV","30","Overnight"
"Driveway Surface","Paved","false","7722","38.455237916000002","-107.32371551","023","False","STANDARD NONELECTRIC","2014-05-02","234054","2022-06-29","Middle Loop","RV","30","Overnight"
"Double Driveway","Y","false","7722","38.455237916000002","-107.32371551","023","False","STANDARD NONELECTRIC","2014-05-02","234054","2022-06-29","Middle Loop","RV","30","Overnight"
"Driveway Length","30","false","7722","38.455237916000002","-107.32371551","023","False","STANDARD NONELECTRIC","2014-05-02","234054","2022-06-29","Middle Loop","RV","30","Overnight"
"Site Width","24","false","7722","38.455237916000002","-107.32371551","023","False","STANDARD NONELECTRIC","2014-05-02","234054","2022-06-29","Middle Loop","RV","30","Overnight"
"Driveway Entry","Back-In","false","7722","38.455237916000002","-107.32371551","023","False","STANDARD NONELECTRIC","2014-05-02","234054","2022-06-29","Middle Loop","RV","30","Overnight"
"Site Length","30","false","7722","38.455237916000002","-107.32371551","023","False","STANDARD NONELECTRIC","2014-05-02","234054","2022-06-29","Middle Loop","RV","30","Overnight"
"Max Num of Vehicles","2","false","7722","38.455237916000002","-107.32371551","023","False","STANDARD NONELECTRIC","2014-05-02","234054","2022-06-29","Middle Loop","RV","30","Overnight"
"Picnic Table","Y","false","7722","38.455237916000002","-107.32371551","023","False","STANDARD NONELECTRIC","2014-05-02","234054","2022-06-29","Middle Loop","Trailer","30","Overnight"
"Fire Pit","Y","false","7722","38.455237916000002","-107.32371551","023","False","STANDARD NONELECTRIC","2014-05-02","234054","2022-06-29","Middle Loop","Trailer","30","Overnight"
"Placed on Map","1","false","7722","38.455237916000002","-107.32371551","023","False","STANDARD NONELECTRIC","2014-05-02","234054","2022-06-29","Middle Loop","Trailer","30","Overnight"
"GRILLS","Y","false","7722","38.455237916000002","-107.32371551","023","False","STANDARD NONELECTRIC","2014-05-02","234054","2022-06-29","Middle Loop","Trailer","30","Overnight"
"Capacity/Size Rating","Single","false","7722","38.455237916000002","-107.32371551","023","False","STANDARD NONELECTRIC","2014-05-02","234054","2022-06-29","Middle Loop","Trailer","30","Overnight"
"Site Access","Drive-In","false","7722","38.455237916000002","-107.32371551","023","False","STANDARD NONELECTRIC","2014-05-02","234054","2022-06-29","Middle Loop","Trailer","30","Overnight"
"Checkin Time","1:00 PM","false","7722","38.455237916000002","-107.32371551","023","False","STANDARD NONELECTRIC","2014-05-02","234054","2022-06-29","Middle Loop","Trailer","30","Overnight"
"Max Num of People","8","false","7722","38.455237916000002","-107.32371551","023","False","STANDARD NONELECTRIC","2014-05-02","234054","2022-06-29","Middle Loop","Trailer","30","Overnight"
"Campfire Allowed","Yes","false","7722","38.455237916000002","-107.32371551","023","False","STANDARD NONELECTRIC","2014-05-02","234054","2022-06-29","Middle Loop","Trailer","30","Overnight"
"Min Num of People","1","false","7722","38.455237916000002","-107.32371551","023","False","STANDARD NONELECTRIC","2014-05-02","234054","2022-06-29","Middle Loop","Trailer","30","Overnight"
"Pets Allowed","Yes","false","7722","38.455237916000002","-107.32371551","023","False","STANDARD NONELECTRIC","2014-05-02","234054","2022-06-29","Middle Loop","Trailer","30","Overnight"
"Condition Rating","Good","false","7722","38.455237916000002","-107.32371551","023","False","STANDARD NONELECTRIC","2014-05-02","234054","2022-06-29","Middle Loop","Trailer","30","Overnight"
"Checkout Time","1:00 PM","false","7722","38.455237916000002","-107.32371551","023","False","STANDARD NONELECTRIC","2014-05-02","234054","2022-06-29","Middle Loop","Trailer","30","Overnight"
"Proximity to Water","Lakefront","false","7722","38.455237916000002","-107.32371551","023","False","STANDARD NONELECTRIC","2014-05-02","234054","2022-06-29","Middle Loop","Trailer","30","Overnight"
"IS EQUIPMENT MANDATORY","true","false","7722","38.455237916000002","-107.32371551","023","False","STANDARD NONELECTRIC","2014-05-02","234054","2022-06-29","Middle Loop","Trailer","30","Overnight"
"Max Vehicle Length","30","false","7722","38.455237916000002","-107.32371551","023","False","STANDARD NONELECTRIC","2014-05-02","234054","2022-06-29","Middle Loop","Trailer","30","Overnight"
"Driveway Surface","Paved","false","7722","38.455237916000002","-107.32371551","023","False","STANDARD NONELECTRIC","2014-05-02","234054","2022-06-29","Middle Loop","Trailer","30","Overnight"
"Double Driveway","Y","false","7722","38.455237916000002","-107.32371551","023","False","STANDARD NONELECTRIC","2014-05-02","234054","2022-06-29","Middle Loop","Trailer","30","Overnight"
"Driveway Length","30","false","7722","38.455237916000002","-107.32371551","023","False","STANDARD NONELECTRIC","2014-05-02","234054","2022-06-29","Middle Loop","Trailer","30","Overnight"
"Site Width","24","false","7722","38.455237916000002","-107.32371551","023","False","STANDARD NONELECTRIC","2014-05-02","234054","2022-06-29","Middle Loop","Trailer","30","Overnight"
"Driveway Entry","Back-In","false","7722","38.455237916000002","-107.32371551","023","False","STANDARD NONELECTRIC","2014-05-02","234054","2022-06-29","Middle Loop","Trailer","30","Overnight"
"Site Length","30","false","7722","38.455237916000002","-107.32371551","023","False","STANDARD NONELECTRIC","2014-05-02","234054","2022-06-29","Middle Loop","Trailer","30","Overnight"
"Max Num of Vehicles","2","false","7722","38.455237916000002","-107.32371551","023","False","STANDARD NONELECTRIC","2014-05-02","234054","2022-06-29","Middle Loop","Trailer","30","Overnight"
