AttributeName,AttributeValue,CampsiteAccessible,CampsiteID,CampsiteLatitude,CampsiteLongitude,CampsiteName,CampsiteReservable,CampsiteType,CreatedDate,FacilityID,LastUpdatedDate,Loop,EquipmentName,MaxLength,TypeOfUse
"Base Number of People","0","false","92353","36.491160702000101","-121.14853306800001","115","True","STANDARD NONELECTRIC","2014-05-02","234015","2024-03-19","D","Tent","34","Overnight"
"Placed on Map","1","false","92353","36.491160702000101","-121.14853306800001","115","True","STANDARD NONELECTRIC","2014-05-02","234015","2024-03-19","D","Tent","34","Overnight"
"Checkout Time","11:00 AM","false","92353","36.491160702000101","-121.14853306800001","115","True","STANDARD NONELECTRIC","2014-05-02","234015","2024-03-19","D","Tent","34","Overnight"
"Pets Allowed","Yes","false","92353","36.491160702000101","-121.14853306800001","115","True","STANDARD NONELECTRIC","2014-05-02","234015","2024-03-19","D","Tent","34","Overnight"
"Shade","Yes","false","92353","36.491160702000101","-121.14853306800001","115","True","STANDARD NONELECTRIC","2014-05-02","234015","2024-03-19","D","Tent","34","Overnight"
"Site Access","Drive-In","false","92353","36.491160702000101","-121.14853306800001","115","True","STANDARD NONELECTRIC","2014-05-02","234015","2024-03-19","D","Tent","34","Overnight"
"Checkin Time","1:00 PM","false","92353","36.491160702000101","-121.14853306800001","115","True","STANDARD NONELECTRIC","2014-05-02","234015","2024-03-19","D","Tent","34","Overnight"
"Max Num of People","6","false","92353","36.491160702000101","-121.14853306800001","115","True","STANDARD NONELECTRIC","2014-05-02","234015","2024-03-19","D","Tent","34","Overnight"
"IS EQUIPMENT MANDATORY","true","false","92353","36.491160702000101","-121.14853306800001","115","True","STANDARD NONELECTRIC","2014-05-02","234015","2024-03-19","D","Tent","34","Overnight"
"Max Vehicle Length","34","false","92353","36.491160702000101","-121.14853306800001","115","True","STANDARD NONELECTRIC","2014-05-02","234015","2024-03-19","D","Tent","34","Overnight"
"Max Num of Vehicles","2","false","92353","36.491160702000101","-121.14853306800001","115","True","STANDARD NONELECTRIC","2014-05-02","234015","2024-03-19","D","Tent","34","Overnight"
"Fire Pit","Y","false","92353","36.491160702000101","-121.14853306800001","115","True","STANDARD NONELECTRIC","2014-05-02","234015","2024-03-19","D","Tent","34","Overnight"
"Base Number of Vehicles","0","false","92353","36.491160702000101","-121.14853306800001","115","True","STANDARD NONELECTRIC","2014-05-02","234015","2024-03-19","D","Tent","34","Overnight"
"Base Number of People","0","false","92353","36.491160702000101","-121.14853306800001","115","True","STANDARD NONELECTRIC","2014-05-02","234015","2024-03-19","D","RV","20","Overnight"
"Placed on Map","1","false","92353","36.491160702000101","-121.14853306800001","115","True","STANDARD NONELECTRIC","2014-05-02","234015","2024-03-19","D","RV","20","Overnight"
"Checkout Time","11:00 AM","false","92353","36.491160702000101","-121.14853306800001","115","True","STANDARD NONELECTRIC","2014-05-02","234015","2024-03-19","D","RV","20","Overnight"
"Pets Allowed","Yes","false","92353","36.491160702000101","-121.14853306800001","115","True","STANDARD NONELECTRIC","2014-05-02","234015","2024-03-19","D","RV","20","Overnight"
"Shade","Yes","false","92353","36.491160702000101","-121.14853306800001","115","True","STANDARD NONELECTRIC","2014-05-02","234015","2024-03-19","D","RV","20","Overnight"
"Site Access","Drive-In","false","92353","36.491160702000101","-121.14853306800001","115","True","STANDARD NONELECTRIC","2014-05-02","234015","2024-03-19","D","RV","20","Overnight"
"Checkin Time","1:00 PM","false","92353","36.491160702000101","-121.14853306800001","115","True","STANDARD NONELECTRIC","2014-05-02","234015","2024-03-19","D","RV","20","Overnight"
"Max Num of People","6","false","92353","36.491160702000101","-121.14853306800001","115","True","STANDARD NONELECTRIC","2014-05-02","234015","2024-03-19","D","RV","20","Overnight"
"IS EQUIPMENT MANDATORY","true","false","92353","36.491160702000101","-121.14853306800001","115","True","STANDARD NONELECTRIC","2014-05-02","234015","2024-03-19","D","RV","20","Overnight"
"Max Vehicle Length","34","false","92353","36.491160702000101","-121.14853306800001","115","True","STANDARD NONELECTRIC","2014-05-02","234015","2024-03-19","D","RV","20","Overnight"
"Max Num of Vehicles","2","false","92353","36.491160702000101","-121.14853306800001","115","True","STANDARD NONELECTRIC","2014-05-02","234015","2024-03-19","D","RV","20","Overnight"
"Fire Pit","Y","false","92353","36.491160702000101","-121.14853306800001","115","True","STANDARD NONELECTRIC","2014-05-02","234015","2024-03-19","D","RV","20","Overnight"
"Base Number of Vehicles","0","false","92353","36.491160702000101","-121.14853306800001","115","True","STANDARD NONELECTRIC","2014-05-02","234015","2024-03-19","D","RV","20","Overnight"
"Base Number of People","0","false","92353","36.491160702000101","-121.14853306800001","115","True","STANDARD NONELECTRIC","2014-05-02","234015","2024-03-19","D","Trailer","20","Overnight"
"Placed on Map","1","false","92353","36.491160702000101","-121.14853306800001","115","True","STANDARD NONELECTRIC","2014-05-02","234015","2024-03-19","D","Trailer","20","Overnight"
"Checkout Time","11:00 AM","false","92353","36.491160702000101","-121.14853306800001","115","True","STANDARD NONELECTRIC","2014-05-02","234015","2024-03-19","D","Trailer","20","Overnight"
"Pets Allowed","Yes","false","92353","36.491160702000101","-121.14853306800001","115","True","STANDARD NONELECTRIC","2014-05-02","234015","2024-03-19","D","Trailer","20","Overnight"
"Shade","Yes","false","92353","36.491160702000101","-121.14853306800001","115","True","STANDARD NONELECTRIC","2014-05-02","234015","2024-03-19","D","Trailer","20","Overnight"
"Site Access","Drive-In","false","92353","36.491160702000101","-121.14853306800001","115","True","STANDARD NONELECTRIC","2014-05-02","234015","2024-03-19","D","Trailer","20","Overnight"
"Checkin Time","1:00 PM","false","92353","36.491160702000101","-121.14853306800001","115","True","STANDARD NONELECTRIC","2014-05-02","234015","2024-03-19","D","Trailer","20","Overnight"
"Max Num of People","6","false","92353","36.491160702000101","-121.14853306800001","115","True","STANDARD NONELECTRIC","2014-05-02","234015","2024-03-19","D","Trailer","20","Overnight"
"IS EQUIPMENT MANDATORY","true","false","92353","36.491160702000101","-121.14853306800001","115","True","STANDARD NONELECTRIC","2014-05-02","234015","2024-03-19","D","Trailer","20","Overnight"
"Max Vehicle Length","34","false","92353","36.491160702000101","-121.14853306800001","115","True","STANDARD NONELECTRIC","2014-05-02","234015","2024-03-19","D","Trailer","20","Overnight"
"Max Num of Vehicles","2","false","92353","36.491160702000101","-121.14853306800001","115","True","STANDARD NONELECTRIC","2014-05-02","234015","2024-03-19","D","Trailer","20","Overnight"
"Fire Pit","Y","false","92353","36.491160702000101","-121.14853306800001","115","True","STANDARD NONELECTRIC","2014-05-02","234015","2024-03-19","D","Trailer","20","Overnight"
"Base Number of Vehicles","0","false","92353","36.491160702000101","-121.14853306800001","115","True","STANDARD NONELECTRIC","2014-05-02","234015","2024-03-19","D","Trailer","20","Overnight"
"Fire Pit","Y","true","7699","38.455556915999999","-107.326544509","036","False","STANDARD NONELECTRIC","2014-05-02","234054","2022-10-16","Upper Loop","RV","30","Overnight"
"GRILLS","Y","true","7699","38.455556915999999","-107.326544509","036","False","STANDARD NONELECTRIC","2014-05-02","234054","2022-10-16","Upper Loop","RV","30","Overnight"
"Accessible Occupant Message","Y","true","7699","38.455556915999999","-107.326544509","036","False","STANDARD NONELECTRIC","2014-05-02","234054","2022-10-16","Upper Loop","RV","30","Overnight"
"Accessibility","Y","true","7699","38.455556915999999","-107.326544509","036","False","STANDARD NONELECTRIC","2014-05-02","234054","2022-10-16","Upper Loop","RV","30","Overnight"
"Placed on Map","1","true","7699","38.455556915999999","-107.326544509","036","False","STANDARD NONELECTRIC","2014-05-02","234054","2022-10-16","Upper Loop","RV","30","Overnight"
"Picnic Table","Y","true","7699","38.455556915999999","-107.326544509","036","False","STANDARD NONELECTRIC","2014-05-02","234054","2022-10-16","Upper Loop","RV","30","Overnight"
"Condition Rating","Good","true","7699","38.455556915999999","-107.326544509","036","False","STANDARD NONELECTRIC","2014-05-02","234054","2022-10-16","Upper Loop","RV","30","Overnight"
"Checkout Time","1:00 PM","true","7699","38.455556915999999","-107.326544509","036","False","STANDARD NONELECTRIC","2014-05-02","234054","2022-10-16","Upper Loop","RV","30","Overnight"
"Capacity/Size Rating","Single","true","7699","38.455556915999999","-107.326544509","036","False","STANDARD NONELECTRIC","2014-05-02","234054","2022-10-16","Upper Loop","RV","30","Overnight"
"Site Access","Drive-In","true","7699","38.455556915999999","-107.326544509","036","False","STANDARD NONELECTRIC","2014-05-02","234054","2022-10-16","Upper Loop","RV","30","Overnight"
"Proximity to Water","Lakefront","true","7699","38.455556915999999","-107.326544509","036","False","STANDARD NONELECTRIC","2014-05-02","234054","2022-10-16","Upper Loop","RV","30","Overnight"
"Pets Allowed","Yes","true","7699","38.455556915999999","-107.326544509","036","False","STANDARD NONELECTRIC","2014-05-02","234054","2022-10-16","Upper Loop","RV","30","Overnight"
"Campfire Allowed","Yes","true","7699","38.455556915999999","-107.326544509","036","False","STANDARD NONELECTRIC","2014-05-02","234054","2022-10-16","Upper Loop","RV","30","Overnight"
"Min Num of People","1","true","7699","38.455556915999999","-107.326544509","036","False","STANDARD NONELECTRIC","2014-05-02","234054","2022-10-16","Upper Loop","RV","30","Overnight"
"Max Num of People","8","true","7699","38.455556915999999","-107.326544509","036","False","STANDARD NONELECTRIC","2014-05-02","234054","2022-10-16","Upper Loop","RV","30","Overnight"
"Checkin Time","1:00 PM","true","7699","38.455556915999999","-107.326544509","036","False","STANDARD NONELECTRIC","2014-05-02","234054","2022-10-16","Upper Loop","RV","30","Overnight"
"Site Width","19","true","7699","38.455556915999999","-107.326544509","036","False","STANDARD NONELECTRIC","2014-05-02","234054","2022-10-16","Upper Loop","RV","30","Overnight"
"IS EQUIPMENT MANDATORY","true","true","7699","38.455556915999999","-107.326544509","036","False","STANDARD NONELECTRIC","2014-05-02","234054","2022-10-16","Upper Loop","RV","30","Overnight"
"Driveway Entry","Back-In","true","7699","38.455556915999999","-107.326544509","036","False","STANDARD NONELECTRIC","2014-05-02","234054","2022-10-16","Upper Loop","RV","30","Overnight"
"Double Driveway","Y","true","7699","38.455556915999999","-107.326544509","036","False","STANDARD NONELECTRIC","2014-05-02","234054","2022-10-16","Upper Loop","RV","30","Overnight"
"Site Length","38","true","7699","38.455556915999999","-107.326544509","036","False","STANDARD NONELECTRIC","2014-05-02","234054","2022-10-16","Upper Loop","RV","30","Overnight"
"Driveway Surface","Paved","true","7699","38.455556915999999","-107.326544509","036","False","STANDARD NONELECTRIC","2014-05-02","234054","2022-10-16","Upper Loop","RV","30","Overnight"
"Max Vehicle Length","38","true","7699","38.455556915999999","-107.326544509","036","False","STANDARD NONELECTRIC","2014-05-02","234054","2022-10-16","Upper Loop","RV","30","Overnight"
"Driveway Length","38","true","7699","38.455556915999999","-107.326544509","036","False","STANDARD NONELECTRIC","2014-05-02","234054","2022-10-16","Upper Loop","RV","30","Overnight"
"Max Num of Vehicles","2","true","7699","38.455556915999999","-107.326544509","036","False","STANDARD NONELECTRIC","2014-05-02","234054","2022-10-16","Upper Loop","RV","30","Overnight"
"Fire Pit","Y","true","7699","38.455556915999999","-107.326544509","036","False","STANDARD NONELECTRIC","2014-05-02","234054","2022-10-16","Upper Loop","Trailer","30","Overnight"
"GRILLS","Y","true","7699","38.455556915999999","-107.326544509","036","False","STANDARD NONELECTRIC","2014-05-02","234054","2022-10-16","Upper Loop","Trailer","30","Overnight"
"Accessible Occupant Message","Y","true","7699","38.455556915999999","-107.326544509","036","False","STANDARD NONELECTRIC","2014-05-02","234054","2022-10-16","Upper Loop","Trailer","30","Overnight"
"Accessibility","Y","true","7699","38.455556915999999","-107.326544509","036","False","STANDARD NONELECTRIC","2014-05-02","234054","2022-10-16","Upper Loop","Trailer","30","Overnight"
"Placed on Map","1","true","7699","38.455556915999999","-107.326544509","036","False","STANDARD NONELECTRIC","2014-05-02","234054","2022-10-16","Upper Loop","Trailer","30","Overnight"
"Picnic Table","Y","true","7699","38.455556915999999","-107.326544509","036","False","STANDARD NONELECTRIC","2014-05-02","234054","2022-10-16","Upper Loop","Trailer","30","Overnight"
"Condition Rating","Good","true","7699","38.455556915999999","-107.326544509","036","False","STANDARD NONELECTRIC","2014-05-02","234054","2022-10-16","Upper Loop","Trailer","30","Overnight"
"Checkout Time","1:00 PM","true","7699","38.455556915999999","-107.326544509","036","False","STANDARD NONELECTRIC","2014-05-02","234054","2022-10-16","Upper Loop","Trailer","30","Overnight"
"Capacity/Size Rating","Single","true","7699","38.455556915999999","-107.326544509","036","False","STANDARD NONELECTRIC","2014-05-02","234054","2022-10-16","Upper Loop","Trailer","30","Overnight"
"Site Access","Drive-In","true","7699","38.455556915999999","-107.326544509","036","False","STANDARD NONELECTRIC","2014-05-02","234054","2022-10-16","Upper Loop","Trailer","30","Overnight"
"Proximity to Water","Lakefront","true","7699","38.455556915999999","-107.326544509","036","False","STANDARD NONELECTRIC","2014-05-02","234054","2022-10-16","Upper Loop","Trailer","30","Overnight"
"Pets Allowed","Yes","true","7699","38.455556915999999","-107.326544509","036","False","STANDARD NONELECTRIC","2014-05-02","234054","2022-10-16","Upper Loop","Trailer","30","Overnight"
"Campfire Allowed","Yes","true","7699","38.455556915999999","-107.326544509","036","False","STANDARD NONELECTRIC","2014-05-02","234054","2022-10-16","Upper Loop","Trailer","30","Overnight"
"Min Num of People","1","true","7699","38.455556915999999","-107.326544509","036","False","STANDARD NONELECTRIC","2014-05-02","234054","2022-10-16","Upper Loop","Trailer","30","Overnight"
"Max Num of People","8","true","7699","38.455556915999999","-107.326544509","036","False","STANDARD NONELECTRIC","2014-05-02","234054","2022-10-16","Upper Loop","Trailer","30","Overnight"
"Checkin Time","1:00 PM","true","7699","38.455556915999999","-107.326544509","036","False","STANDARD NONELECTRIC","2014-05-02","234054","2022-10-16","Upper Loop","Trailer","30","Overnight"
"Site Width","19","true","7699","38.455556915999999","-107.326544509","036","False","STANDARD NONELECTRIC","2014-05-02","234054","2022-10-16","Upper Loop","Trailer","30","Overnight"
"IS EQUIPMENT MANDATORY","true","true","7699","38.455556915999999","-107.326544509","036","False","STANDARD NONELECTRIC","2014-05-02","234054","2022-10-16","Upper Loop","Trailer","30","Overnight"
"Driveway Entry","Back-In","true","7699","38.455556915999999","-107.326544509","036","False","STANDARD NONELECTRIC","2014-05-02","234054","2022-10-16","Upper Loop","Trailer","30","Overnight"
"Double Driveway","Y","true","7699","38.455556915999999","-107.326544509","036","False","STANDARD NONELECTRIC","2014-05-02","234054","2022-10-16","Upper Loop","Trailer","30","Overnight"
"Site Length","38","true","7699","38.455556915999999","-107.326544509","036","False","STANDARD NONELECTRIC","2014-05-02","234054","2022-10-16","Upper Loop","Trailer","30","Overnight"
"Driveway Surface","Paved","true","7699","38.455556915999999","-107.326544509","036","False","STANDARD NONELECTRIC","2014-05-02","234054","2022-10-16","Upper Loop","Trailer","30","Overnight"
"Max Vehicle Length","38","true","7699","38.455556915999999","-107.326544509","036","False","STANDARD NONELECTRIC","2014-05-02","234054","2022-10-16","Upper Loop","Trailer","30","Overnight"
"Driveway Length","38","true","7699","38.455556915999999","-107.326544509","036","False","STANDARD NONELECTRIC","2014-05-02","234054","2022-10-16","Upper Loop","Trailer","30","Overnight"
"Max Num of Vehicles","2","true","7699","38.455556915999999","-107.326544509","036","False","STANDARD NONELECTRIC","2014-05-02","234054","2022-10-16","Upper Loop","Trailer","30","Overnight"
"Picnic Table","Y","false","7721","38.455268916000101","-107.32347051000001","021","False","STANDARD NONELECTRIC","2014-05-02","234054","2022-11-08","Middle Loop","RV","30","Overnight"
"Placed on Map","1","false","7721","38.455268916000101","-107.32347051000001","021","False","STANDARD NONELECTRIC","2014-05-02","234054","2022-11-08","Middle Loop","RV","30","Overnight"
"GRILLS","Y","false","7721","38.455268916000101","-107.32347051000001","021","False","STANDARD NONELECTRIC","2014-05-02","234054","2022-11-08","Middle Loop","RV","30","Overnight"
"Fire Pit","Y","false","7721","38.455268916000101","-107.32347051000001","021","False","STANDARD NONELECTRIC","2014-05-02","234054","2022-11-08","Middle Loop","RV","30","Overnight"
"Capacity/Size Rating","Single","false","7721","38.455268916000101","-107.32347051000001","021","False","STANDARD NONELECTRIC","2014-05-02","234054","2022-11-08","Middle Loop","RV","30","Overnight"
"Campfire Allowed","Yes","false","7721","38.455268916000101","-107.32347051000001","021","False","STANDARD NONELECTRIC","2014-05-02","234054","2022-11-08","Middle Loop","RV","30","Overnight"
"Pets Allowed","Yes","false","7721","38.455268916000101","-107.32347051000001","021","False","STANDARD NONELECTRIC","2014-05-02","234054","2022-11-08","Middle Loop","RV","30","Overnight"
"Checkout Time","1:00 PM","false","7721","38.455268916000101","-107.32347051000001","021","False","STANDARD NONELECTRIC","2014-05-02","234054","2022-11-08","Middle Loop","RV","30","Overnight"
"Proximity to Water","Lakefront","false","7721","38.455268916000101","-107.32347051000001","021","False","STANDARD NONELECTRIC","2014-05-02","234054","2022-11-08","Middle Loop","RV","30","Overnight"
"Checkin Time","1:00 PM","false","7721","38.455268916000101","-107.32347051000001","021","False","STANDARD NONELECTRIC","2014-05-02","234054","2022-11-08","Middle Loop","RV","30","Overnight"
"Condition Rating","Good","false","7721","38.455268916000101","-107.32347051000001","021","False","STANDARD NONELECTRIC","2014-05-02","234054","2022-11-08","Middle Loop","RV","30","Overnight"
"Min Num of People","1","false","7721","38.455268916000101","-107.32347051000001","021","False","STANDARD NONELECTRIC","2014-05-02","234054","2022-11-08","Middle Loop","RV","30","Overnight"
"Max Num of People","8","false","7721","38.455268916000101","-107.32347051000001","021","False","STANDARD NONELECTRIC","2014-05-02","234054","2022-11-08","Middle Loop","RV","30","Overnight"
"Site Access","Drive-In","false","7721","38.455268916000101","-107.32347051000001","021","False","STANDARD NONELECTRIC","2014-05-02","234054","2022-11-08","Middle Loop","RV","30","Overnight"
"Driveway Length","30","false","7721","38.455268916000101","-107.32347051000001","021","False","STANDARD NONELECTRIC","2014-05-02","234054","2022-11-08","Middle Loop","RV","30","Overnight"
"Driveway Surface","Paved","false","7721","38.455268916000101","-107.32347051000001","021","False","STANDARD NONELECTRIC","2014-05-02","234054","2022-11-08","Middle Loop","RV","30","Overnight"
"Site Width","24","false","7721","38.455268916000101","-107.32347051000001","021","False","STANDARD NONELECTRIC","2014-05-02","234054","2022-11-08","Middle Loop","RV","30","Overnight"
"Max Num of Vehicles","2","false","7721","38.455268916000101","-107.32347051000001","021","False","STANDARD NONELECTRIC","2014-05-02","234054","2022-11-08","Middle Loop","RV","30","Overnight"
"Double Driveway","Y","false","7721","38.455268916000101","-107.32347051000001","021","False","STANDARD NONELECTRIC","2014-05-02","234054","2022-11-08","Middle Loop","RV","30","Overnight"
"Max Vehicle Length","30","false","7721","38.455268916000101","-107.32347051000001","021","False","STANDARD NONELECTRIC","2014-05-02","234054","2022-11-08","Middle Loop","RV","30","Overnight"
"Driveway Entry","Back-In","false","7721","38.455268916000101","-107.32347051000001","021","False","STANDARD NONELECTRIC","2014-05-02","234054","2022-11-08","Middle Loop","RV","30","Overnight"
"Site Length","30","false","7721","38.455268916000101","-107.32347051000001","021","False","STANDARD NONELECTRIC","2014-05-02","234054","2022-11-08","Middle Loop","RV","30","Overnight"
"IS EQUIPMENT MANDATORY","true","false","7721","38.455268916000101","-107.32347051000001","021","False","STANDARD NONELECTRIC","2014-05-02","234054","2022-11-08","Middle Loop","RV","30","Overnight"
"Picnic Table","Y","false","7721","38.455268916000101","-107.32347051000001","021","False","STANDARD NONELECTRIC","2014-05-02","234054","2022-11-08","Middle Loop","Trailer","30","Overnight"
"Placed on Map","1","false","7721","38.455268916000101","-107.32347051000001","021","False","STANDARD NONELECTRIC","2014-05-02","234054","2022-11-08","Middle Loop","Trailer","30","Overnight"
"GRILLS","Y","false","7721","38.455268916000101","-107.32347051000001","021","False","STANDARD NONELECTRIC","2014-05-02","234054","2022-11-08","Middle Loop","Trailer","30","Overnight"
"Fire Pit","Y","false","7721","38.455268916000101","-107.32347051000001","021","False","STANDARD NONELECTRIC","2014-05-02","234054","2022-11-08","Middle Loop","Trailer","30","Overnight"
"Capacity/Size Rating","Single","false","7721","38.455268916000101","-107.32347051000001","021","False","STANDARD NONELECTRIC","2014-05-02","234054","2022-11-08","Middle Loop","Trailer","30","Overnight"
"Campfire Allowed","Yes","false","7721","38.455268916000101","-107.32347051000001","021","False","STANDARD NONELECTRIC","2014-05-02","234054","2022-11-08","Middle Loop","Trailer","30","Overnight"
"Pets Allowed","Yes","false","7721","38.455268916000101","-107.32347051000001","021","False","STANDARD NONELECTRIC","2014-05-02","234054","2022-11-08","Middle Loop","Trailer","30","Overnight"
"Checkout Time","1:00 PM","false","7721","38.455268916000101","-107.32347051000001","021","False","STANDARD NONELECTRIC","2014-05-02","234054","2022-11-08","Middle Loop","Trailer","30","Overnight"
"Proximity to Water","Lakefront","false","7721","38.455268916000101","-107.32347051000001","021","False","STANDARD NONELECTRIC","2014-05-02","234054","2022-11-08","Middle Loop","Trailer","30","Overnight"
"Checkin Time","1:00 PM","false","7721","38.455268916000101","-107.32347051000001","021","False","STANDARD NONELECTRIC","2014-05-02","234054","2022-11-08","Middle Loop","Trailer","30","Overnight"
"Condition Rating","Good","false","7721","38.455268916000101","-107.32347051000001","021","False","STANDARD NONELECTRIC","2014-05-02","234054","2022-11-08","Middle Loop","Trailer","30","Overnight"
"Min Num of People","1","false","7721","38.455268916000101","-107.32347051000001","021","False","STANDARD NONELECTRIC","2014-05-02","234054","2022-11-08","Middle Loop","Trailer","30","Overnight"
"Max Num of People","8","false","7721","38.455268916000101","-107.32347051000001","021","False","STANDARD NONELECTRIC","2014-05-02","234054","2022-11-08","Middle Loop","Trailer","30","Overnight"
"Site Access","Drive-In","false","7721","38.455268916000101","-107.32347051000001","021","False","STANDARD NONELECTRIC","2014-05-02","234054","2022-11-08","Middle Loop","Trailer","30","Overnight"
"Driveway Length","30","false","7721","38.455268916000101","-107.32347051000001","021","False","STANDARD NONELECTRIC","2014-05-02","234054","2022-11-08","Middle Loop","Trailer","30","Overnight"
"Driveway Surface","Paved","false","7721","38.455268916000101","-107.32347051000001","021","False","STANDARD NONELECTRIC","2014-05-02","234054","2022-11-08","Middle Loop","Trailer","30","Overnight"
"Site Width","24","false","7721","38.455268916000101","-107.32347051000001","021","False","STANDARD NONELECTRIC","2014-05-02","234054","2022-11-08","Middle Loop","Trailer","30","Overnight"
"Max Num of Vehicles","2","false","7721","38.455268916000101","-107.32347051000001","021","False","STANDARD NONELECTRIC","2014-05-02","234054","2022-11-08","Middle Loop","Trailer","30","Overnight"
"Double Driveway","Y","false","7721","38.455268916000101","-107.32347051000001","021","False","STANDARD NONELECTRIC","2014-05-02","234054","2022-11-08","Middle Loop","Trailer","30","Overnight"
"Max Vehicle Length","30","false","7721","38.455268916000101","-107.32347051000001","021","False","STANDARD NONELECTRIC","2014-05-02","234054","2022-11-08","Middle Loop","Trailer","30","Overnight"
"Driveway Entry","Back-In","false","7721","38.455268916000101","-107.32347051000001","021","False","STANDARD NONELECTRIC","2014-05-02","234054","2022-11-08","Middle Loop","Trailer","30","Overnight"
"Site Length","30","false","7721","38.455268916000101","-107.32347051000001","021","False","STANDARD NONELECTRIC","2014-05-02","234054","2022-11-08","Middle Loop","Trailer","30","Overnight"
"IS EQUIPMENT MANDATORY","true","false","7721","38.455268916000101","-107.32347051000001","021","False","STANDARD NONELECTRIC","2014-05-02","234054","2022-11-08","Middle Loop","Trailer","30","Overnight"
"GRILLS","Y","false","7724","38.455268916000101","-107.32356751","022","False","STANDARD NONELECTRIC","2014-05-02","234054","2023-11-21","Middle Loop","RV","30","Overnight"
"Fire Pit","Y","false","7724","38.455268916000101","-107.32356751","022","False","STANDARD NONELECTRIC","2014-05-02","234054","2023-11-21","Middle Loop","RV","30","Overnight"
"Placed on Map","1","false","7724","38.455268916000101","-107.32356751","022","False","STANDARD NONELECTRIC","2014-05-02","234054","2023-11-21","Middle Loop","RV","30","Overnight"
"Picnic Table","Y","false","7724","38.455268916000101","-107.32356751","022","False","STANDARD NONELECTRIC","2014-05-02","234054","2023-11-21","Middle Loop","RV","30","Overnight"
"Checkout Time","1:00 PM","false","7724","38.455268916000101","-107.32356751","022","False","STANDARD NONELECTRIC","2014-05-02","234054","2023-11-21","Middle Loop","RV","30","Overnight"
"Checkin Time","1:00 PM","false","7724","38.455268916000101","-107.32356751","022","False","STANDARD NONELECTRIC","2014-05-02","234054","2023-11-21","Middle Loop","RV","30","Overnight"
"Pets Allowed","Yes","false","7724","38.455268916000101","-107.32356751","022","False","STANDARD NONELECTRIC","2014-05-02","234054","2023-11-21","Middle Loop","RV","30","Overnight"
"Max Num of People","8","false","7724","38.455268916000101","-107.32356751","022","False","STANDARD NONELECTRIC","2014-05-02","234054","2023-11-21","Middle Loop","RV","30","Overnight"
"Capacity/Size Rating","Single","false","7724","38.455268916000101","-107.32356751","022","False","STANDARD NONELECTRIC","2014-05-02","234054","2023-11-21","Middle Loop","RV","30","Overnight"
"Site Access","Drive-In","false","7724","38.455268916000101","-107.32356751","022","False","STANDARD NONELECTRIC","2014-05-02","234054","2023-11-21","Middle Loop","RV","30","Overnight"
"Campfire Allowed","Yes","false","7724","38.455268916000101","-107.32356751","022","False","STANDARD NONELECTRIC","2014-05-02","234054","2023-11-21","Middle Loop","RV","30","Overnight"
"Proximity to Water","Lakefront","false","7724","38.455268916000101","-107.32356751","022","False","STANDARD NONELECTRIC","2014-05-02","234054","2023-11-21","Middle Loop","RV","30","Overnight"
"Condition Rating","Good","false","7724","38.455268916000101","-107.32356751","022","False","STANDARD NONELECTRIC","2014-05-02","234054","2023-11-21","Middle Loop","RV","30","Overnight"
"Min Num of People","1","false","7724","38.455268916000101","-107.32356751","022","False","STANDARD NONELECTRIC","2014-05-02","234054","2023-11-21","Middle Loop","RV","30","Overnight"
"Site Width","24","false","7724","38.455268916000101","-107.32356751","022","False","STANDARD NONELECTRIC","2014-05-02","234054","2023-11-21","Middle Loop","RV","30","Overnight"
"Max Vehicle Length","30","false","7724","38.455268916000101","-107.32356751","022","False","STANDARD NONELECTRIC","2014-05-02","234054","2023-11-21","Middle Loop","RV","30","Overnight"
"Double Driveway","Y","false","7724","38.455268916000101","-107.32356751","022","False","STANDARD NONELECTRIC","2014-05-02","234054","2023-11-21","Middle Loop","RV","30","Overnight"
"IS EQUIPMENT MANDATORY","true","false","7724","38.455268916000101","-107.32356751","022","False","STANDARD NONELECTRIC","2014-05-02","234054","2023-11-21","Middle Loop","RV","30","Overnight"
"Driveway Entry","Back-In","false","7724","38.455268916000101","-107.32356751","022","False","STANDARD NONELECTRIC","2014-05-02","234054","2023-11-21","Middle Loop","RV","30","Overnight"
"Site Length","30","false","7724","38.455268916000101","-107.32356751","022","False","STANDARD NONELECTRIC","2014-05-02","234054","2023-11-21","Middle Loop","RV","30","Overnight"
"Driveway Length","30","false","7724","38.455268916000101","-107.32356751","022","False","STANDARD NONELECTRIC","2014-05-02","234054","2023-11-21","Middle Loop","RV","30","Overnight"
"Max Num of Vehicles","2","false","7724","38.455268916000101","-107.32356751","022","False","STANDARD NONELECTRIC","2014-05-02","234054","2023-11-21","Middle Loop","RV","30","Overnight"
"Driveway Surface","Paved","false","7724","38.455268916000101","-107.32356751","022","False","STANDARD NONELECTRIC","2014-05-02","234054","2023-11-21","Middle Loop","RV","30","Overnight"
"GRILLS","Y","false","7724","38.455268916000101","-107.32356751","022","False","STANDARD NONELECTRIC","2014-05-02","234054","2023-11-21","Middle Loop","Trailer","30","Overnight"
"Fire Pit","Y","false","7724","38.455268916000101","-107.32356751","022","False","STANDARD NONELECTRIC","2014-05-02","234054","2023-11-21","Middle Loop","Trailer","30","Overnight"
"Placed on Map","1","false","7724","38.455268916000101","-107.32356751","022","False","STANDARD NONELECTRIC","2014-05-02","234054","2023-11-21","Middle Loop","Trailer","30","Overnight"
